"";"Date";"depth";"DO";"year";"month"
"197";2002-05-13;23;9,84264333333333;2002;5
"198";2002-05-13;24;9,738453125;2002;5
"199";2002-05-13;25;9,70642785714286;2002;5
"200";2002-05-13;26;9,67076571428571;2002;5
"201";2002-05-13;27;9,82712466666667;2002;5
"202";2002-05-13;28;9,97376642857143;2002;5
"203";2002-05-13;29;9,88749583333333;2002;5
"204";2002-05-13;30;9,948714;2002;5
"205";2002-05-13;31;9,93234428571428;2002;5
"206";2002-05-13;32;9,89532285714286;2002;5
"207";2002-05-13;33;9,82784846153846;2002;5
"208";2002-05-13;34;9,77133307692308;2002;5
"209";2002-05-13;35;9,66827642857143;2002;5
"210";2002-05-13;36;9,36517928571429;2002;5
"211";2002-05-13;37;9,36923857142857;2002;5
"212";2002-05-13;38;9,19989;2002;5
"213";2002-05-13;39;8,87434571428571;2002;5
"214";2002-05-13;40;8,49338285714286;2002;5
"215";2002-05-13;41;8,34607785714286;2002;5
"216";2002-05-13;42;8,11781941176471;2002;5
"217";2002-05-13;43;8,08356115384615;2002;5
"218";2002-06-17;0;10,879327;2002;6
"219";2002-06-17;1;11,0860089285714;2002;6
"220";2002-06-17;2;11,593161;2002;6
"221";2002-06-17;3;12,0083144444444;2002;6
"222";2002-06-17;4;12,0520631578947;2002;6
"223";2002-06-17;5;9,37024368421053;2002;6
"224";2002-06-17;6;6,78382;2002;6
"225";2002-06-17;7;5,718359;2002;6
"226";2002-06-17;8;5,23113625;2002;6
"227";2002-06-17;9;5,300695;2002;6
"228";2002-06-17;10;5,6911352631579;2002;6
"229";2002-06-17;11;6,01110421052632;2002;6
"230";2002-06-17;12;6,36234631578947;2002;6
"231";2002-06-17;13;6,64046105263158;2002;6
"232";2002-06-17;14;7,06061105263158;2002;6
"233";2002-06-17;15;6,94704611111111;2002;6
"234";2002-06-17;16;6,96329380952381;2002;6
"235";2002-06-17;17;7,2273925;2002;6
"236";2002-06-17;18;7,4881475;2002;6
"237";2002-06-17;19;7,70392421052632;2002;6
"238";2002-06-17;20;7,64615166666666;2002;6
"239";2002-06-17;21;7,8254825;2002;6
"240";2002-06-17;22;7,68098277777778;2002;6
"241";2002-06-17;23;7,67589277777778;2002;6
"242";2002-06-17;24;7,54476111111111;2002;6
"243";2002-06-17;25;7,83028277777778;2002;6
"244";2002-06-17;26;7,8684935;2002;6
"245";2002-06-17;27;7,95786470588235;2002;6
"246";2002-06-17;28;7,76966947368421;2002;6
"247";2002-06-17;29;7,711445;2002;6
"248";2002-06-17;30;7,728205;2002;6
"249";2002-06-17;31;7,6491945;2002;6
"250";2002-06-17;32;7,47483315789474;2002;6
"251";2002-06-17;33;7,38976764705883;2002;6
"252";2002-06-17;34;7,16825842105263;2002;6
"253";2002-06-17;35;6,80433368421053;2002;6
"254";2002-06-17;36;6,89592222222222;2002;6
"255";2002-06-17;37;6,30275608695652;2002;6
"256";2002-06-17;38;5,33925545454546;2002;6
"257";2002-06-17;39;4,80901948717949;2002;6
"258";2002-06-17;40;4,52837175;2002;6
"259";2002-06-17;41;4,404454;2002;6
"260";2002-07-22;0;9,30889333333334;2002;7
"261";2002-07-22;1;9,38859416666667;2002;7
"262";2002-07-22;2;9,39300666666667;2002;7
"263";2002-07-22;3;9,33472444444444;2002;7
"264";2002-07-22;4;9,18798888888889;2002;7
"265";2002-07-22;5;9,08801277777778;2002;7
"266";2002-07-22;6;8,92385294117647;2002;7
"267";2002-07-22;7;7,77524833333333;2002;7
"268";2002-07-22;8;5,55262529411765;2002;7
"269";2002-07-22;9;1,33768882352941;2002;7
"270";2002-07-22;10;0,658054117647059;2002;7
"271";2002-07-22;11;2,18238333333333;2002;7
"272";2002-07-22;12;3,68007764705882;2002;7
"273";2002-07-22;13;4,76200222222222;2002;7
"274";2002-07-22;14;5,10119588235294;2002;7
"275";2002-07-22;15;5,28435058823529;2002;7
"276";2002-07-22;16;5,45739764705882;2002;7
"277";2002-07-22;17;5,77651647058824;2002;7
"278";2002-07-22;18;5,48160294117647;2002;7
"279";2002-07-22;19;5,47351352941176;2002;7
"280";2002-07-22;20;5,83341941176471;2002;7
"281";2002-07-22;21;5,63813529411765;2002;7
"282";2002-07-22;22;5,48765588235294;2002;7
"283";2002-07-22;23;5,92481882352941;2002;7
"284";2002-07-22;24;5,745456875;2002;7
"285";2002-07-22;25;5,43029294117647;2002;7
"286";2002-07-22;26;5,1920325;2002;7
"287";2002-07-22;27;5,24167823529412;2002;7
"288";2002-07-22;28;5,15973705882353;2002;7
"289";2002-07-22;29;5,01853529411765;2002;7
"290";2002-07-22;30;5,035564;2002;7
"291";2002-07-22;31;4,30557733333333;2002;7
"292";2002-07-22;32;4,31161928571429;2002;7
"293";2002-07-22;33;4,11142857142857;2002;7
"294";2002-07-22;34;4,00778;2002;7
"295";2002-07-22;35;3,58426923076923;2002;7
"296";2002-07-22;36;2,89068916666667;2002;7
"297";2002-07-22;37;1,29535769230769;2002;7
"298";2002-07-22;38;0,130859166666667;2002;7
"299";2002-07-22;39;0,143601428571429;2002;7
"300";2002-07-22;40;0,108639615384615;2002;7
"301";2002-07-22;41;0,0872456;2002;7
"302";2002-07-22;42;0,0795003703703704;2002;7
"303";2002-07-22;43;0,0733632;2002;7
"304";2002-08-19;0;10,0779775;2002;8
"305";2002-08-19;1;10,1234295;2002;8
"306";2002-08-19;2;10,182235;2002;8
"307";2002-08-19;3;10,4490494117647;2002;8
"308";2002-08-19;4;10,54709;2002;8
"309";2002-08-19;5;9,97858117647059;2002;8
"310";2002-08-19;6;8,70544647058823;2002;8
"311";2002-08-19;7;7,40916333333333;2002;8
"312";2002-08-19;8;5,959458125;2002;8
"313";2002-08-19;9;2,11592611111111;2002;8
"314";2002-08-19;10;0,201355294117647;2002;8
"315";2002-08-19;11;0,190928235294118;2002;8
"316";2002-08-19;12;0,734050588235294;2002;8
"317";2002-08-19;13;1,34431166666667;2002;8
"318";2002-08-19;14;1,90482352941176;2002;8
"319";2002-08-19;15;2,54703058823529;2002;8
"320";2002-08-19;16;3,03836235294118;2002;8
"321";2002-08-19;17;3,34883235294118;2002;8
"322";2002-08-19;18;3,86115470588235;2002;8
"323";2002-08-19;19;3,52023823529412;2002;8
"324";2002-08-19;20;3,72112647058823;2002;8
"325";2002-08-19;21;4,34301357142857;2002;8
"326";2002-08-19;22;4,65624;2002;8
"327";2002-08-19;23;4,51645714285714;2002;8
"328";2002-08-19;24;4,00512428571429;2002;8
"329";2002-08-19;25;4,23367;2002;8
"330";2002-08-19;26;4,04088928571429;2002;8
"331";2002-08-19;27;3,80760071428571;2002;8
"332";2002-08-19;28;3,49941714285714;2002;8
"333";2002-08-19;29;4,07693142857143;2002;8
"334";2002-08-19;30;3,816566;2002;8
"335";2002-08-19;31;3,85564571428571;2002;8
"336";2002-08-19;32;3,40054615384615;2002;8
"337";2002-08-19;33;2,688344375;2002;8
"338";2002-08-19;34;2,33088;2002;8
"339";2002-08-19;35;2,31013666666667;2002;8
"340";2002-08-19;36;2,29004384615385;2002;8
"341";2002-08-19;37;1,33056266666667;2002;8
"342";2002-08-19;38;0,834752142857143;2002;8
"343";2002-08-19;39;0,324688666666667;2002;8
"344";2002-08-19;40;0,103912631578947;2002;8
"345";2002-08-19;41;0,101493125;2002;8
"346";2002-08-19;42;0,0983162790697674;2002;8
"347";2002-08-19;43;0,0733164864864865;2002;8
"348";2002-09-17;0;8,418976;2002;9
"349";2002-09-17;1;8,42466896551724;2002;9
"350";2002-09-17;2;8,42224733333333;2002;9
"351";2002-09-17;3;8,39137;2002;9
"352";2002-09-17;4;8,36710125;2002;9
"353";2002-09-17;5;8,312289375;2002;9
"354";2002-09-17;6;8,31378352941177;2002;9
"355";2002-09-17;7;8,310645;2002;9
"356";2002-09-17;8;8,28856625;2002;9
"357";2002-09-17;9;8,30706352941176;2002;9
"358";2002-09-17;10;6,570178125;2002;9
"359";2002-09-17;11;1,53275625;2002;9
"360";2002-09-17;12;0,184223125;2002;9
"361";2002-09-17;13;0,198098823529412;2002;9
"362";2002-09-17;14;0,424635294117647;2002;9
"363";2002-09-17;15;0,98277625;2002;9
"364";2002-09-17;16;1,933514375;2002;9
"365";2002-09-17;17;2,0335475;2002;9
"366";2002-09-17;18;2,45420823529412;2002;9
"367";2002-09-17;19;2,773771875;2002;9
"368";2002-09-17;20;2,818318125;2002;9
"369";2002-09-17;21;2,9124275;2002;9
"370";2002-09-17;22;2,538485;2002;9
"371";2002-09-17;23;2,636243125;2002;9
"372";2002-09-17;24;2,383528125;2002;9
"373";2002-09-17;25;2,65390866666667;2002;9
"374";2002-09-17;26;3,00779176470588;2002;9
"375";2002-09-17;27;2,867981875;2002;9
"376";2002-09-17;28;2,576198;2002;9
"377";2002-09-17;29;2,18410764705882;2002;9
"378";2002-09-17;30;1,304020625;2002;9
"379";2002-09-17;31;1,46320588235294;2002;9
"380";2002-09-17;32;1,46174176470588;2002;9
"381";2002-09-17;33;1,311421875;2002;9
"382";2002-09-17;34;1,14383;2002;9
"383";2002-09-17;35;0,75327;2002;9
"384";2002-09-17;36;0,142933125;2002;9
"385";2002-09-17;37;0,0970247058823529;2002;9
"386";2002-09-17;38;0,0862605882352941;2002;9
"387";2002-09-17;39;0,080179375;2002;9
"388";2002-09-17;40;0,0755529411764706;2002;9
"389";2002-09-17;41;0,070765;2002;9
"390";2002-09-17;42;0,0706564705882353;2002;9
"391";2002-09-17;43;0,066477;2002;9
"392";2002-10-17;0;9,01222076923077;2002;10
"393";2002-10-17;1;9,02410190476191;2002;10
"394";2002-10-17;2;9,01246588235294;2002;10
"395";2002-10-17;3;9,00676222222222;2002;10
"396";2002-10-17;4;9,01679388888889;2002;10
"397";2002-10-17;5;9,00417176470588;2002;10
"398";2002-10-17;6;9,02619235294118;2002;10
"399";2002-10-17;7;9,03309444444444;2002;10
"400";2002-10-17;8;9,024095;2002;10
"401";2002-10-17;9;8,94264333333333;2002;10
"402";2002-10-17;10;8,93297588235294;2002;10
"403";2002-10-17;11;8,62935368421053;2002;10
"404";2002-10-17;12;6,43907529411765;2002;10
"405";2002-10-17;13;0,346894117647059;2002;10
"406";2002-10-17;14;0,61979;2002;10
"407";2002-10-17;15;0,898395294117647;2002;10
"408";2002-10-17;16;1,07207210526316;2002;10
"409";2002-10-17;17;1,27128294117647;2002;10
"410";2002-10-17;18;1,56941277777778;2002;10
"411";2002-10-17;19;1,45818066666667;2002;10
"412";2002-10-17;20;1,77740083333333;2002;10
"413";2002-10-17;21;2,44982416666667;2002;10
"414";2002-10-17;22;1,75290076923077;2002;10
"415";2002-10-17;23;1,26568166666667;2002;10
"416";2002-10-17;24;1,80072;2002;10
"417";2002-10-17;25;1,3480025;2002;10
"418";2002-10-17;26;1,20460333333333;2002;10
"419";2002-10-17;27;1,63361;2002;10
"420";2002-10-17;28;1,44434916666667;2002;10
"421";2002-10-17;29;0,938609230769231;2002;10
"422";2002-10-17;30;0,499766923076923;2002;10
"423";2002-10-17;31;0,0540907692307692;2002;10
"424";2002-10-17;32;0,0750215384615385;2002;10
"425";2002-10-17;33;0,0613330769230769;2002;10
"426";2002-10-17;34;0,0573430769230769;2002;10
"427";2002-10-17;35;0,0507672727272727;2002;10
"428";2002-10-17;36;0,0498275;2002;10
"429";2002-10-17;37;0,0395949038461539;2002;10
"430";2002-10-17;38;0,0299110526315789;2002;10
"431";2002-10-17;39;0,029046;2002;10
"432";2002-10-17;40;0,0291626315789474;2002;10
"433";2002-10-17;41;0,024115625;2002;10
"434";2002-10-17;42;0,023401875;2002;10
"435";2002-10-17;43;0,0227263888888889;2002;10
"436";2002-11-20;0;8,44391128205128;2002;11
"437";2002-11-20;1;8,44441636363636;2002;11
"438";2002-11-20;2;8,42443;2002;11
"439";2002-11-20;3;8,37451428571429;2002;11
"440";2002-11-20;4;8,38771666666667;2002;11
"441";2002-11-20;5;8,36444727272727;2002;11
"442";2002-11-20;6;8,36649363636364;2002;11
"443";2002-11-20;7;8,34391636363637;2002;11
"444";2002-11-20;8;8,34143909090909;2002;11
"445";2002-11-20;9;8,34014272727273;2002;11
"446";2002-11-20;10;8,34927181818182;2002;11
"447";2002-11-20;11;8,32897272727273;2002;11
"448";2002-11-20;12;8,329309;2002;11
"449";2002-11-20;13;8,33838416666667;2002;11
"450";2002-11-20;14;8,330328;2002;11
"451";2002-11-20;15;8,31953727272727;2002;11
"452";2002-11-20;16;8,29249583333334;2002;11
"453";2002-11-20;17;8,33093090909091;2002;11
"454";2002-11-20;18;8,311175;2002;11
"455";2002-11-20;19;8,32032727272727;2002;11
"456";2002-11-20;20;6,58992454545455;2002;11
"457";2002-11-20;21;4,85747454545455;2002;11
"458";2002-11-20;22;3,35569909090909;2002;11
"459";2002-11-20;23;2,26994272727273;2002;11
"460";2002-11-20;24;1,516506;2002;11
"461";2002-11-20;25;0,508316363636364;2002;11
"462";2002-11-20;26;0,120471818181818;2002;11
"463";2002-11-20;27;0,0536291666666667;2002;11
"464";2002-11-20;28;0,027346;2002;11
"465";2002-11-20;29;0,0125045454545455;2002;11
"466";2002-11-20;30;-0,0029875;2002;11
"467";2002-11-20;31;-0,01229;2002;11
"468";2002-11-20;32;-0,0174027272727273;2002;11
"469";2002-11-20;33;-0,0237325;2002;11
"470";2002-11-20;34;-0,0299036363636364;2002;11
"471";2002-11-20;35;-0,0327636363636364;2002;11
"472";2002-11-20;36;-0,0345672727272727;2002;11
"473";2002-11-20;37;-0,0416063636363636;2002;11
"474";2002-11-20;38;-0,04111;2002;11
"475";2002-11-20;39;-0,0411944444444445;2002;11
"476";2002-11-20;40;-0,0466511111111111;2002;11
"477";2002-11-20;41;-0,0479769565217391;2002;11
"478";2002-11-20;42;-0,04804;2002;11
"479";2003-01-23;0;10,8496307142857;2003;1
"480";2003-01-23;1;10,84378;2003;1
"481";2003-01-23;2;10,8406708333333;2003;1
"482";2003-01-23;3;10,8650553846154;2003;1
"483";2003-01-23;4;10,8605666666667;2003;1
"484";2003-01-23;5;10,848935;2003;1
"485";2003-01-23;6;10,8349991666667;2003;1
"486";2003-01-23;7;10,8463433333333;2003;1
"487";2003-01-23;8;10,8343225;2003;1
"488";2003-01-23;9;10,8503208333333;2003;1
"489";2003-01-23;10;10,8331675;2003;1
"490";2003-01-23;11;10,860145;2003;1
"491";2003-01-23;12;10,842865;2003;1
"492";2003-01-23;13;10,82238;2003;1
"493";2003-01-23;14;10,8388045454545;2003;1
"494";2003-01-23;15;10,8375933333333;2003;1
"495";2003-01-23;16;10,8334892307692;2003;1
"496";2003-01-23;17;10,8589958333333;2003;1
"497";2003-01-23;18;10,8628275;2003;1
"498";2003-01-23;19;10,8458975;2003;1
"499";2003-01-23;20;10,8541675;2003;1
"500";2003-01-23;21;10,8329625;2003;1
"501";2003-01-23;22;10,8351108333333;2003;1
"502";2003-01-23;23;10,8255416666667;2003;1
"503";2003-01-23;24;10,8476238461538;2003;1
"504";2003-01-23;25;10,8095536363636;2003;1
"505";2003-01-23;26;10,826805;2003;1
"506";2003-01-23;27;10,829525;2003;1
"507";2003-01-23;28;10,8379209090909;2003;1
"508";2003-01-23;29;10,8296715384615;2003;1
"509";2003-01-23;30;10,8263966666667;2003;1
"510";2003-01-23;31;10,8190891666667;2003;1
"511";2003-01-23;32;10,8118691666667;2003;1
"512";2003-01-23;33;10,8235430769231;2003;1
"513";2003-01-23;34;10,81962;2003;1
"514";2003-01-23;35;10,8282291666667;2003;1
"515";2003-01-23;36;10,7941307692308;2003;1
"516";2003-01-23;37;10,8194483333333;2003;1
"517";2003-01-23;38;10,6333166666667;2003;1
"518";2003-01-23;39;10,52419;2003;1
"519";2003-01-23;40;10,3571583333333;2003;1
"520";2003-01-23;41;10,3269116666667;2003;1
"521";2003-01-23;42;9,98110083333333;2003;1
"522";2003-01-23;43;9,88872571428571;2003;1
"523";2003-02-18;0;11,8859825;2003;2
"524";2003-02-18;1;11,903035;2003;2
"525";2003-02-18;2;11,9139495454545;2003;2
"526";2003-02-18;3;11,924048;2003;2
"527";2003-02-18;4;11,9167323809524;2003;2
"528";2003-02-18;5;11,9229713636364;2003;2
"529";2003-02-18;6;11,9191585;2003;2
"530";2003-02-18;7;11,92182;2003;2
"531";2003-02-18;8;11,8942980952381;2003;2
"532";2003-02-18;9;11,8641026315789;2003;2
"533";2003-02-18;10;11,8928872727273;2003;2
"534";2003-02-18;11;11,8867025;2003;2
"535";2003-02-18;12;11,8679572727273;2003;2
"536";2003-02-18;13;11,854709047619;2003;2
"537";2003-02-18;14;11,834592;2003;2
"538";2003-02-18;15;11,8719440909091;2003;2
"539";2003-02-18;16;11,8464768181818;2003;2
"540";2003-02-18;17;11,8475215;2003;2
"541";2003-02-18;18;11,8693827272727;2003;2
"542";2003-02-18;19;11,8564028571429;2003;2
"543";2003-02-18;20;11,8427709090909;2003;2
"544";2003-02-18;21;11,834702173913;2003;2
"545";2003-02-18;22;11,831359;2003;2
"546";2003-02-18;23;11,831930952381;2003;2
"547";2003-02-18;24;11,8533895454545;2003;2
"548";2003-02-18;25;11,8389125;2003;2
"549";2003-02-18;26;11,8421481818182;2003;2
"550";2003-02-18;27;11,8343142857143;2003;2
"551";2003-02-18;28;11,8265045;2003;2
"552";2003-02-18;29;11,8321709090909;2003;2
"553";2003-02-18;30;11,8277323809524;2003;2
"554";2003-02-18;31;11,83756;2003;2
"555";2003-02-18;32;11,8237604545455;2003;2
"556";2003-02-18;33;11,81368;2003;2
"557";2003-02-18;34;11,8098431818182;2003;2
"558";2003-02-18;35;11,7687545454545;2003;2
"559";2003-02-18;36;11,7362323809524;2003;2
"560";2003-02-18;37;11,7329059090909;2003;2
"561";2003-02-18;38;11,7433719047619;2003;2
"562";2003-02-18;39;11,7355763636364;2003;2
"563";2003-02-18;40;11,7254585;2003;2
"564";2003-02-18;41;11,7242194736842;2003;2
"565";2003-02-18;42;11,7052561538462;2003;2
"566";2003-03-20;0;12,821145;2003;3
"567";2003-03-20;1;12,835706;2003;3
"568";2003-03-20;2;12,872345;2003;3
"569";2003-03-20;3;12,8960216666667;2003;3
"570";2003-03-20;4;12,8886181818182;2003;3
"571";2003-03-20;5;12,8502172727273;2003;3
"572";2003-03-20;6;12,8290716666667;2003;3
"573";2003-03-20;7;12,7903709090909;2003;3
